,거래id,유형,고객id,코스ID,사이트,포맷,카테고리,코스(상품) 이름,거래일자,쿠폰이름,판매가격,결제수단,실거래금액,쿠폰할인액,거래금액,환불금액,월,일
71016,2017057,PAYMENT,63264,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-27 17:07:31,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,27
71030,2016956,PAYMENT,94207,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-27 17:07:29,-,162000,POINT,162000,-,162000,-,7,27
71106,2016576,PAYMENT,5312,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-27 14:07:02,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,27
71111,2016546,REFUND,75217,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-27 14:07:14,-,162000,POINT,-132000,-,-,-132000,7,27
71231,2015796,PAYMENT,40406,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-27 10:07:12,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,27
71261,2015648,PAYMENT,91892,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-27 09:07:17,[WELCOME] 온라인 강의 20%할인,162000,POINT,132000,30000,132000,-,7,27
71306,2015290,PAYMENT,36649,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-27 01:07:03,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,27
71338,2014990,PAYMENT,8690,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-26 22:07:38,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,26
71356,2014743,PAYMENT,2382,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-26 21:07:37,[WELCOME] 온라인 강의 3만원 할인,162000,TRANS,132000,30000,132000,-,7,26
71395,2014372,REFUND,54162,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-26 18:07:33,-,162000,CARD,-88000,-,-,-88000,7,26
71407,2014299,PAYMENT,92401,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-26 18:07:52,-,162000,POINT,162000,-,162000,-,7,26
71452,2013965,PAYMENT,17864,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-26 16:07:29,[WELCOME] 온라인 강의 3만원 할인,162000,POINT,132000,30000,132000,-,7,26
71473,2013825,PAYMENT,82769,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-26 15:07:42,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,26
71695,2012603,PAYMENT,85940,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-26 01:07:30,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,26
72010,2010720,PAYMENT,65658,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-25 12:07:59,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,25
72086,2010480,REFUND,88541,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-25 10:07:06,-,162000,CARD,-132000,-,-,-132000,7,25
72089,2010459,REFUND,75745,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-25 10:07:16,-,162000,POINT,-162000,-,-,-162000,7,25
72103,2010413,PAYMENT,12208,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-25 09:07:01,-,162000,CARD,162000,-,162000,-,7,25
72144,2010145,PAYMENT,62078,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-25 00:07:40,-,162000,CARD,162000,-,162000,-,7,25
72164,2010103,PAYMENT,61871,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-25 01:07:24,-,162000,VBANK,162000,-,162000,-,7,25
72192,2010046,PAYMENT,74535,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-24 23:07:45,-,162000,CARD,162000,-,162000,-,7,24
72309,2009784,PAYMENT,85491,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-24 22:07:59,[WELCOME] 온라인 강의 3만원 할인,162000,POINT,132000,30000,132000,-,7,24
72317,2009762,PAYMENT,89004,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-24 22:07:18,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,24
72323,2009751,PAYMENT,61371,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-24 22:07:16,-,162000,CARD,162000,-,162000,-,7,24
72344,2009699,PAYMENT,96928,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-24 22:07:39,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,24
72405,2009512,PAYMENT,32549,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-24 20:07:53,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,24
72467,2009329,PAYMENT,99861,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-24 19:07:40,-,162000,CARD,162000,-,162000,-,7,24
72486,2009270,PAYMENT,42746,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-24 18:07:21,[WELCOME] 온라인 강의 20%할인,162000,POINT,132000,30000,132000,-,7,24
72504,2009208,PAYMENT,77077,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-24 18:07:13,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,24
72508,2009192,PAYMENT,83004,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-24 18:07:27,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,24
72662,2008568,PAYMENT,19628,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-24 11:07:48,[WELCOME] 온라인 강의 20%할인,162000,POINT,132000,30000,132000,-,7,24
72690,2008485,PAYMENT,41453,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-24 10:07:31,-,162000,CARD,162000,-,162000,-,7,24
72722,2008349,PAYMENT,27230,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-24 08:07:49,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,24
72728,2008298,PAYMENT,88510,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-24 05:07:51,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,24
72730,2008292,PAYMENT,23355,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-24 05:07:15,[WELCOME] 온라인 강의 3만원 할인,162000,POINT,132000,30000,132000,-,7,24
72792,2008017,PAYMENT,91474,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-23 23:07:33,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,23
72812,2007905,PAYMENT,40347,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-23 22:07:33,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,23
72830,2007817,PAYMENT,29511,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-23 20:07:19,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,23
72853,2007705,PAYMENT,51267,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-23 19:07:21,-,162000,CARD,162000,-,162000,-,7,23
72883,2007553,PAYMENT,89569,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-23 16:07:01,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,23
72899,2007467,PAYMENT,55324,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-23 15:07:22,[WELCOME] 온라인 강의 3만원 할인,162000,POINT,132000,30000,132000,-,7,23
72927,2007353,PAYMENT,97969,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-23 13:07:13,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,23
72928,2007341,PAYMENT,77646,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-23 13:07:22,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,23
72949,2007230,PAYMENT,88601,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-23 12:07:52,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,23
72951,2007225,PAYMENT,63262,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-23 12:07:02,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,23
72979,2007139,PAYMENT,86483,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-24 11:07:32,-,162000,VBANK,162000,-,162000,-,7,24
72986,2007104,PAYMENT,76905,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-23 10:07:29,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,23
73241,2006018,PAYMENT,20291,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-22 19:07:23,[프로모션] 6월 1+1 이벤트,162000,PROMOTION,0,178000,0,-,7,22
73376,2005300,PAYMENT,96644,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-22 16:07:59,[프로모션] 6월 1+1 이벤트,162000,PROMOTION,0,302000,0,-,7,22
73388,2005227,PAYMENT,99139,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-22 15:07:11,-,162000,CARD,162000,-,162000,-,7,22
73489,2004751,PAYMENT,71655,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-22 13:07:20,[WELCOME] 온라인 강의 3만원 할인,162000,POINT,132000,30000,132000,-,7,22
73544,2004544,PAYMENT,47036,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-22 12:07:11,[프로모션] 6월 1+1 이벤트,162000,TRANS,3000,159000,3000,-,7,22
73609,2004331,PAYMENT,61087,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-22 11:07:58,[프로모션] 6월 1+1 이벤트,162000,CARD,63000,99000,63000,-,7,22
73700,2004084,PAYMENT,9293,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-22 10:07:56,[프로모션] 6월 1+1 이벤트,162000,CARD,23000,139000,23000,-,7,22
73737,2004031,PAYMENT,24840,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-22 10:07:16,[프로모션] 6월 1+1 이벤트,162000,CARD,48000,114000,48000,-,7,22
73827,2003465,PAYMENT,8282,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-22 01:07:00,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,22
73832,2003445,PAYMENT,62840,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-22 01:07:09,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,22
73872,2003208,PAYMENT,60506,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-21 23:07:35,[WELCOME] 온라인 강의 20%할인,162000,POINT,132000,30000,132000,-,7,21
73926,2002915,PAYMENT,40173,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-21 22:07:40,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,21
73984,2002438,PAYMENT,95880,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-21 19:07:50,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,21
74009,2002256,PAYMENT,53097,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-21 18:07:33,-,162000,CARD,162000,-,162000,-,7,21
74033,2002128,PAYMENT,28237,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-21 17:07:34,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,21
74168,2001423,PAYMENT,52207,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-21 13:07:41,-,162000,VBANK,162000,-,162000,-,7,21
74208,2001168,PAYMENT,88073,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-21 11:07:30,[프로모션] 6월 1+1 이벤트,162000,POINT,3000,159000,3000,-,7,21
74240,2001057,PAYMENT,9701,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-21 11:07:00,[프로모션] 6월 1+1 이벤트,162000,POINT,26800,135200,26800,-,7,21
74358,2000469,PAYMENT,73432,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-21 00:07:27,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,21
74360,2000467,PAYMENT,25326,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-21 00:07:07,[프로모션] 6월 1+1 이벤트,162000,CARD,18000,144000,18000,-,7,21
74426,2000027,PAYMENT,61481,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-20 21:07:48,[프로모션] 6월 1+1 이벤트,162000,PROMOTION,0,169000,0,-,7,20
74427,2000025,PAYMENT,98431,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-20 21:07:47,-,162000,CARD,162000,-,162000,-,7,20
74436,1999972,PAYMENT,16274,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-20 21:07:51,-,162000,CARD,162000,-,162000,-,7,20
74539,1999150,PAYMENT,34335,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-20 17:07:31,[프로모션] 6월 1+1 이벤트,162000,CARD,5000,157000,5000,-,7,20
74544,1999144,PAYMENT,45977,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-20 17:07:48,[WELCOME] 온라인 강의 3만원 할인,162000,POINT,132000,30000,132000,-,7,20
74571,1999026,PAYMENT,25777,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-20 16:07:41,-,162000,CARD,162000,-,162000,-,7,20
74579,1998997,PAYMENT,18696,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-20 16:07:58,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,20
74582,1998983,PAYMENT,76838,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-20 16:07:19,-,162000,CARD,162000,-,162000,-,7,20
74681,1998492,PAYMENT,19642,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-20 13:07:44,-,162000,VBANK,162000,-,162000,-,7,20
74753,1998217,PAYMENT,86497,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-20 16:07:47,[WELCOME] 온라인 강의 3만원 할인,162000,VBANK,132000,30000,132000,-,7,20
74772,1998125,PAYMENT,57802,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-20 10:07:06,-,162000,CARD,162000,-,162000,-,7,20
74848,1997780,PAYMENT,79831,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-20 01:07:04,[프로모션] 6월 1+1 이벤트,162000,PROMOTION,0,224000,0,-,7,20
74961,1997265,PAYMENT,45087,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-19 21:07:01,[프로모션] 6월 1+1 이벤트,162000,PROMOTION,0,197000,0,-,7,19
74988,1997133,PAYMENT,4644,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-19 19:07:46,-,162000,CARD,162000,-,162000,-,7,19
75123,1996564,PAYMENT,977,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-19 15:07:04,-,162000,POINT,162000,-,162000,-,7,19
75415,1995519,PAYMENT,48352,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-19 05:07:46,[프로모션] 6월 1+1 이벤트,162000,CARD,33000,129000,33000,-,7,19
75498,1995084,PAYMENT,28609,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-18 22:07:12,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,18
75532,1994936,PAYMENT,34427,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-18 21:07:00,[프로모션] 6월 1+1 이벤트,162000,CARD,20000,142000,20000,-,7,18
75605,1994555,PAYMENT,83570,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-18 19:07:17,[프로모션] 6월 1+1 이벤트,162000,PROMOTION,0,216000,0,-,7,18
75639,1994434,PAYMENT,49820,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-18 19:07:32,[프로모션] 6월 1+1 이벤트,162000,POINT,26000,136000,26000,-,7,18
75669,1994329,PAYMENT,22219,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-18 18:07:27,-,162000,POINT,162000,-,162000,-,7,18
75693,1994266,PAYMENT,16054,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-18 17:07:08,[프로모션] 6월 1+1 이벤트,162000,PROMOTION,0,169000,0,-,7,18
75707,1994236,REFUND,13646,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-18 17:07:43,-,160000,CARD,-139248,-,-,-139248,7,18
75828,1993812,REFUND,799,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-18 15:07:59,-,162000,CARD,-162000,-,-,-162000,7,18
75831,1993800,PAYMENT,38434,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-18 15:07:42,[프로모션] 6월 1+1 이벤트,162000,PROMOTION,0,197000,0,-,7,18
75914,1993540,REFUND,74726,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-18 13:07:56,-,162000,TRANS,-108000,-,-,-108000,7,18
76208,1992919,REFUND,58683,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-18 10:07:52,-,162000,CARD,-132000,-,-,-132000,7,18
76210,1992916,PAYMENT,74700,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-18 10:07:19,[프로모션] 6월 1+1 이벤트,162000,PROMOTION,0,193000,0,-,7,18
76432,1992248,PAYMENT,43492,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-17 23:07:09,-,162000,CARD,162000,-,162000,-,7,17
76622,1991048,PAYMENT,87503,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-17 13:07:28,[WELCOME] 온라인 강의 20%할인,162000,POINT,132000,30000,132000,-,7,17
76623,1991047,PAYMENT,85099,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-17 13:07:06,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,17
76648,1990908,PAYMENT,76689,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-17 10:07:36,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,17
76693,1990675,PAYMENT,86650,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-17 01:07:22,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,17
76723,1990498,PAYMENT,65818,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-16 23:07:43,-,162000,CARD,162000,-,162000,-,7,16
76735,1990418,PAYMENT,35350,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-16 22:07:01,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,16
76878,1989649,PAYMENT,42175,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-16 11:07:49,[타임특가] 온라인 강의 할인,162000,POINT,113400,48600,113400,-,7,16
76945,1989334,PAYMENT,70929,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-16 02:07:30,-,162000,CARD,162000,-,162000,-,7,16
77016,1988821,PAYMENT,61101,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-15 19:07:00,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,15
77120,1987744,PAYMENT,83534,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-15 14:07:42,-,162000,CARD,162000,-,162000,-,7,15
77236,1986903,PAYMENT,73346,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-15 09:07:50,-,162000,CARD,162000,-,162000,-,7,15
77324,1985659,PAYMENT,1474,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-14 18:07:46,-,162000,CARD,162000,-,162000,-,7,14
77334,1985552,PAYMENT,99257,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-14 17:07:39,-,162000,CARD,162000,-,162000,-,7,14
77346,1985502,PAYMENT,55631,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-14 17:07:20,-,162000,POINT,162000,-,162000,-,7,14
77368,1985405,PAYMENT,1914,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-14 16:07:10,-,162000,CARD,162000,-,162000,-,7,14
77369,1985402,REFUND,78480,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-14 16:07:41,-,162000,CARD,-162000,-,-,-162000,7,14
77371,1985395,PAYMENT,40721,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-14 16:07:50,-,162000,CARD,162000,-,162000,-,7,14
77454,1984762,PAYMENT,39325,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-14 12:07:08,-,162000,CARD,162000,-,162000,-,7,14
77493,1984501,PAYMENT,51984,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-14 10:07:10,-,162000,CARD,162000,-,162000,-,7,14
77547,1983889,PAYMENT,37307,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-13 23:07:54,[증정] 온라인강의 7월 판매가 50%할인권,162000,CARD,81000,81000,81000,-,7,13
77669,1983045,PAYMENT,43751,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-13 18:07:57,[WELCOME] 온라인 강의 20%할인,162000,CARD,132000,30000,132000,-,7,13
77682,1982926,PAYMENT,27275,204373,FASTCAMPUS,올인원,업무 생산성,초격차 패키지 : 일잘러 필수 스킬 모음.zip,2022-07-13 17:07:28,[WELCOME] 온라인 강의 3만원 할인,162000,CARD,132000,30000,132000,-,7,13
